E:\Repos\digit-symbol-recogniser\data\examples\sec0093.png,62467
E:\Repos\digit-symbol-recogniser\data\examples\sec0094.png,69614
E:\Repos\digit-symbol-recogniser\data\examples\sec0095.png,90917
E:\Repos\digit-symbol-recogniser\data\examples\sec0096.png,61678
E:\Repos\digit-symbol-recogniser\data\examples\sec0097.png,40550
E:\Repos\digit-symbol-recogniser\data\examples\sec0098.png,37693
E:\Repos\digit-symbol-recogniser\data\examples\sec0099.png,64582
E:\Repos\digit-symbol-recogniser\data\examples\sec0100.png,89276
E:\Repos\digit-symbol-recogniser\data\examples\sec0101.png,88458
E:\Repos\digit-symbol-recogniser\data\examples\sec0102.png,70397
E:\Repos\digit-symbol-recogniser\data\examples\sec0103.png,33887
E:\Repos\digit-symbol-recogniser\data\examples\sec0104.png,59839
E:\Repos\digit-symbol-recogniser\data\examples\sec0105.png,74805
E:\Repos\digit-symbol-recogniser\data\examples\sec0106.png,65211
E:\Repos\digit-symbol-recogniser\data\examples\sec0107.png,98607
E:\Repos\digit-symbol-recogniser\data\examples\sec0108.png,38146
E:\Repos\digit-symbol-recogniser\data\examples\sec0109.png,11141
E:\Repos\digit-symbol-recogniser\data\examples\sec0110.png,92120
E:\Repos\digit-symbol-recogniser\data\examples\sec0111.png,23129
E:\Repos\digit-symbol-recogniser\data\examples\sec0112.png,81749
E:\Repos\digit-symbol-recogniser\data\examples\sec0113.png,95372
E:\Repos\digit-symbol-recogniser\data\examples\sec0114.png,26866
E:\Repos\digit-symbol-recogniser\data\examples\sec0115.png,19346
E:\Repos\digit-symbol-recogniser\data\examples\sec0116.png,11965
E:\Repos\digit-symbol-recogniser\data\examples\sec0117.png,81624
E:\Repos\digit-symbol-recogniser\data\examples\sec0118.png,38952
E:\Repos\digit-symbol-recogniser\data\examples\sec0119.png,11949
E:\Repos\digit-symbol-recogniser\data\examples\sec0120.png,94579
E:\Repos\digit-symbol-recogniser\data\examples\sec0121.png,94617
E:\Repos\digit-symbol-recogniser\data\examples\sec0122.png,84474
E:\Repos\digit-symbol-recogniser\data\examples\sec0123.png,97893
E:\Repos\digit-symbol-recogniser\data\examples\sec0124.png,41666
E:\Repos\digit-symbol-recogniser\data\examples\sec0125.png,46585
E:\Repos\digit-symbol-recogniser\data\examples\sec0126.png,90521
E:\Repos\digit-symbol-recogniser\data\examples\sec0127.png,70736
E:\Repos\digit-symbol-recogniser\data\examples\sec0128.png,66480
E:\Repos\digit-symbol-recogniser\data\examples\sec0129.png,71307
E:\Repos\digit-symbol-recogniser\data\examples\sec0130.png,93140
E:\Repos\digit-symbol-recogniser\data\examples\sec0131.png,95685
E:\Repos\digit-symbol-recogniser\data\examples\sec0132.png,19732
E:\Repos\digit-symbol-recogniser\data\examples\sec0133.png,99828
E:\Repos\digit-symbol-recogniser\data\examples\sec0134.png,24147
E:\Repos\digit-symbol-recogniser\data\examples\sec0135.png,12736
E:\Repos\digit-symbol-recogniser\data\examples\sec0136.png,15325
E:\Repos\digit-symbol-recogniser\data\examples\sec0137.png,20866
E:\Repos\digit-symbol-recogniser\data\examples\sec0138.png,77871
E:\Repos\digit-symbol-recogniser\data\examples\sec0139.png,55626
E:\Repos\digit-symbol-recogniser\data\examples\sec0140.png,73525
E:\Repos\digit-symbol-recogniser\data\examples\sec0141.png,58545
E:\Repos\digit-symbol-recogniser\data\examples\sec0142.png,52331
E:\Repos\digit-symbol-recogniser\data\examples\sec0143.png,66901
E:\Repos\digit-symbol-recogniser\data\examples\sec0144.png,27475
E:\Repos\digit-symbol-recogniser\data\examples\sec0145.png,23347
E:\Repos\digit-symbol-recogniser\data\examples\sec0146.png,40441
E:\Repos\digit-symbol-recogniser\data\examples\sec0147.png,38809
E:\Repos\digit-symbol-recogniser\data\examples\sec0148.png,63890
E:\Repos\digit-symbol-recogniser\data\examples\sec0149.png,91638
E:\Repos\digit-symbol-recogniser\data\examples\sec0150.png,51951
E:\Repos\digit-symbol-recogniser\data\examples\sec0151.png,36237
E:\Repos\digit-symbol-recogniser\data\examples\sec0152.png,97694
E:\Repos\digit-symbol-recogniser\data\examples\sec0153.png,77948
E:\Repos\digit-symbol-recogniser\data\examples\sec0154.png,94599
E:\Repos\digit-symbol-recogniser\data\examples\sec0155.png,79533
E:\Repos\digit-symbol-recogniser\data\examples\sec0156.png,56964
E:\Repos\digit-symbol-recogniser\data\examples\sec0157.png,59773
E:\Repos\digit-symbol-recogniser\data\examples\sec0158.png,90863
E:\Repos\digit-symbol-recogniser\data\examples\sec0159.png,19583
E:\Repos\digit-symbol-recogniser\data\examples\sec0160.png,57459
E:\Repos\digit-symbol-recogniser\data\examples\sec0161.png,63340
E:\Repos\digit-symbol-recogniser\data\examples\sec0162.png,67671
E:\Repos\digit-symbol-recogniser\data\examples\sec0163.png,11389
E:\Repos\digit-symbol-recogniser\data\examples\sec0164.png,14913
E:\Repos\digit-symbol-recogniser\data\examples\sec0165.png,67605
E:\Repos\digit-symbol-recogniser\data\examples\sec0166.png,46969
E:\Repos\digit-symbol-recogniser\data\examples\sec0167.png,28444
E:\Repos\digit-symbol-recogniser\data\examples\sec0168.png,53719
E:\Repos\digit-symbol-recogniser\data\examples\sec0169.png,91687
E:\Repos\digit-symbol-recogniser\data\examples\sec0170.png,54424
E:\Repos\digit-symbol-recogniser\data\examples\sec0171.png,70215
E:\Repos\digit-symbol-recogniser\data\examples\sec0172.png,60695
E:\Repos\digit-symbol-recogniser\data\examples\sec0173.png,64443
E:\Repos\digit-symbol-recogniser\data\examples\sec0174.png,51678
E:\Repos\digit-symbol-recogniser\data\examples\sec0175.png,78484
E:\Repos\digit-symbol-recogniser\data\examples\sec0176.png,15438
E:\Repos\digit-symbol-recogniser\data\examples\sec0177.png,16146
E:\Repos\digit-symbol-recogniser\data\examples\sec0178.png,58869
E:\Repos\digit-symbol-recogniser\data\examples\sec0179.png,63580
E:\Repos\digit-symbol-recogniser\data\examples\sec0180.png,97697
E:\Repos\digit-symbol-recogniser\data\examples\sec0181.png,29744
E:\Repos\digit-symbol-recogniser\data\examples\sec0182.png,12930
E:\Repos\digit-symbol-recogniser\data\examples\sec0183.png,42736
E:\Repos\digit-symbol-recogniser\data\examples\sec0184.png,99881
E:\Repos\digit-symbol-recogniser\data\examples\sec0185.png,50434
E:\Repos\digit-symbol-recogniser\data\examples\sec0186.png,16785
E:\Repos\digit-symbol-recogniser\data\examples\sec0187.png,99364
E:\Repos\digit-symbol-recogniser\data\examples\sec0188.png,34749
E:\Repos\digit-symbol-recogniser\data\examples\sec0189.png,82412
E:\Repos\digit-symbol-recogniser\data\examples\sec0190.png,49402
E:\Repos\digit-symbol-recogniser\data\examples\sec0191.png,52328
E:\Repos\digit-symbol-recogniser\data\examples\sec0192.png,25387
E:\Repos\digit-symbol-recogniser\data\examples\sec0193.png,84456
E:\Repos\digit-symbol-recogniser\data\examples\sec0194.png,31369
E:\Repos\digit-symbol-recogniser\data\examples\sec0195.png,34425
E:\Repos\digit-symbol-recogniser\data\examples\sec0196.png,37212
E:\Repos\digit-symbol-recogniser\data\examples\sec0197.png,30221
E:\Repos\digit-symbol-recogniser\data\examples\sec0198.png,85445
E:\Repos\digit-symbol-recogniser\data\examples\sec0199.png,61976
E:\Repos\digit-symbol-recogniser\data\examples\sec0200.png,18616
E:\Repos\digit-symbol-recogniser\data\examples\sec0201.png,71677
E:\Repos\digit-symbol-recogniser\data\examples\sec0202.png,80972
E:\Repos\digit-symbol-recogniser\data\examples\sec0203.png,79234
E:\Repos\digit-symbol-recogniser\data\examples\sec0204.png,96505
E:\Repos\digit-symbol-recogniser\data\examples\sec0205.png,81738
E:\Repos\digit-symbol-recogniser\data\examples\sec0206.png,76483
E:\Repos\digit-symbol-recogniser\data\examples\sec0207.png,43369
E:\Repos\digit-symbol-recogniser\data\examples\sec0208.png,29826
E:\Repos\digit-symbol-recogniser\data\examples\sec0209.png,89705
E:\Repos\digit-symbol-recogniser\data\examples\sec0210.png,70812
E:\Repos\digit-symbol-recogniser\data\examples\sec0211.png,98561
E:\Repos\digit-symbol-recogniser\data\examples\sec0212.png,45469
E:\Repos\digit-symbol-recogniser\data\examples\sec0213.png,36248
E:\Repos\digit-symbol-recogniser\data\examples\sec0214.png,39929
E:\Repos\digit-symbol-recogniser\data\examples\sec0215.png,62770
E:\Repos\digit-symbol-recogniser\data\examples\sec0216.png,36637
E:\Repos\digit-symbol-recogniser\data\examples\sec0217.png,78578
E:\Repos\digit-symbol-recogniser\data\examples\sec0218.png,23470
E:\Repos\digit-symbol-recogniser\data\examples\sec0219.png,92791
E:\Repos\digit-symbol-recogniser\data\examples\sec0220.png,56436
E:\Repos\digit-symbol-recogniser\data\examples\sec0221.png,49218
E:\Repos\digit-symbol-recogniser\data\examples\sec0222.png,66203
E:\Repos\digit-symbol-recogniser\data\examples\sec0223.png,39906
E:\Repos\digit-symbol-recogniser\data\examples\sec0224.png,95859
E:\Repos\digit-symbol-recogniser\data\examples\sec0225.png,23227
E:\Repos\digit-symbol-recogniser\data\examples\sec0226.png,16356
E:\Repos\digit-symbol-recogniser\data\examples\sec0227.png,24445
E:\Repos\digit-symbol-recogniser\data\examples\sec0228.png,25409
E:\Repos\digit-symbol-recogniser\data\examples\sec0229.png,20617
E:\Repos\digit-symbol-recogniser\data\examples\sec0230.png,84789
E:\Repos\digit-symbol-recogniser\data\examples\sec0231.png,33275
E:\Repos\digit-symbol-recogniser\data\examples\sec0232.png,95398
E:\Repos\digit-symbol-recogniser\data\examples\sec0233.png,99260
E:\Repos\digit-symbol-recogniser\data\examples\sec0234.png,47386
E:\Repos\digit-symbol-recogniser\data\examples\sec0235.png,17115
E:\Repos\digit-symbol-recogniser\data\examples\sec0236.png,25606
E:\Repos\digit-symbol-recogniser\data\examples\sec0237.png,63528
E:\Repos\digit-symbol-recogniser\data\examples\sec0238.png,36179
E:\Repos\digit-symbol-recogniser\data\examples\sec0239.png,25758
E:\Repos\digit-symbol-recogniser\data\examples\sec0240.png,43245
E:\Repos\digit-symbol-recogniser\data\examples\sec0241.png,50980
E:\Repos\digit-symbol-recogniser\data\examples\sec0242.png,57398
E:\Repos\digit-symbol-recogniser\data\examples\sec0243.png,73333
E:\Repos\digit-symbol-recogniser\data\examples\sec0244.png,54158
E:\Repos\digit-symbol-recogniser\data\examples\sec0245.png,28655
E:\Repos\digit-symbol-recogniser\data\examples\sec0246.png,62622
E:\Repos\digit-symbol-recogniser\data\examples\sec0247.png,41557
E:\Repos\digit-symbol-recogniser\data\examples\sec0248.png,66628
E:\Repos\digit-symbol-recogniser\data\examples\sec0249.png,15377
E:\Repos\digit-symbol-recogniser\data\examples\sec0250.png,64621
E:\Repos\digit-symbol-recogniser\data\examples\sec0251.png,85728
E:\Repos\digit-symbol-recogniser\data\examples\sec0252.png,91570
E:\Repos\digit-symbol-recogniser\data\examples\sec0253.png,98444
E:\Repos\digit-symbol-recogniser\data\examples\sec0254.png,20695
E:\Repos\digit-symbol-recogniser\data\examples\sec0255.png,79890
E:\Repos\digit-symbol-recogniser\data\examples\sec0256.png,96906
E:\Repos\digit-symbol-recogniser\data\examples\sec0257.png,55237
E:\Repos\digit-symbol-recogniser\data\examples\sec0258.png,61137
E:\Repos\digit-symbol-recogniser\data\examples\sec0259.png,64847
E:\Repos\digit-symbol-recogniser\data\examples\sec0260.png,36360
E:\Repos\digit-symbol-recogniser\data\examples\sec0261.png,39347
E:\Repos\digit-symbol-recogniser\data\examples\sec0262.png,91136
E:\Repos\digit-symbol-recogniser\data\examples\sec0263.png,82592
E:\Repos\digit-symbol-recogniser\data\examples\sec0264.png,77804
E:\Repos\digit-symbol-recogniser\data\examples\sec0265.png,13706
E:\Repos\digit-symbol-recogniser\data\examples\sec0266.png,13760
E:\Repos\digit-symbol-recogniser\data\examples\sec0267.png,60197
E:\Repos\digit-symbol-recogniser\data\examples\sec0268.png,17530
E:\Repos\digit-symbol-recogniser\data\examples\sec0269.png,76330
E:\Repos\digit-symbol-recogniser\data\examples\sec0270.png,88362
E:\Repos\digit-symbol-recogniser\data\examples\sec0271.png,83761
E:\Repos\digit-symbol-recogniser\data\examples\sec0272.png,47954
E:\Repos\digit-symbol-recogniser\data\examples\sec0273.png,91460
E:\Repos\digit-symbol-recogniser\data\examples\sec0274.png,79519
E:\Repos\digit-symbol-recogniser\data\examples\sec0275.png,80677
E:\Repos\digit-symbol-recogniser\data\examples\sec0276.png,72724
E:\Repos\digit-symbol-recogniser\data\examples\sec0277.png,88598
E:\Repos\digit-symbol-recogniser\data\examples\sec0278.png,41183
E:\Repos\digit-symbol-recogniser\data\examples\sec0279.png,71404
E:\Repos\digit-symbol-recogniser\data\examples\sec0280.png,27471
E:\Repos\digit-symbol-recogniser\data\examples\sec0281.png,92874
E:\Repos\digit-symbol-recogniser\data\examples\sec0282.png,81389
E:\Repos\digit-symbol-recogniser\data\examples\sec0283.png,52343
E:\Repos\digit-symbol-recogniser\data\examples\sec0284.png,73337
E:\Repos\digit-symbol-recogniser\data\examples\sec0285.png,14128
E:\Repos\digit-symbol-recogniser\data\examples\sec0286.png,85731
E:\Repos\digit-symbol-recogniser\data\examples\sec0287.png,78637
E:\Repos\digit-symbol-recogniser\data\examples\sec0288.png,59433
E:\Repos\digit-symbol-recogniser\data\examples\sec0289.png,67264
E:\Repos\digit-symbol-recogniser\data\examples\sec0290.png,64745
E:\Repos\digit-symbol-recogniser\data\examples\sec0291.png,17283
E:\Repos\digit-symbol-recogniser\data\examples\sec0292.png,37670
E:\Repos\digit-symbol-recogniser\data\examples\sec0293.png,80413
E:\Repos\digit-symbol-recogniser\data\examples\sec0294.png,85665
E:\Repos\digit-symbol-recogniser\data\examples\sec0295.png,55650
E:\Repos\digit-symbol-recogniser\data\examples\sec0296.png,30576
E:\Repos\digit-symbol-recogniser\data\examples\sec0297.png,30905
E:\Repos\digit-symbol-recogniser\data\examples\sec0298.png,92220
E:\Repos\digit-symbol-recogniser\data\examples\sec0299.png,45739
E:\Repos\digit-symbol-recogniser\data\examples\sec0300.png,69758
E:\Repos\digit-symbol-recogniser\data\examples\sec0301.png,35289
E:\Repos\digit-symbol-recogniser\data\examples\sec0302.png,27595
E:\Repos\digit-symbol-recogniser\data\examples\sec0303.png,85378
E:\Repos\digit-symbol-recogniser\data\examples\sec0304.png,29557
E:\Repos\digit-symbol-recogniser\data\examples\sec0305.png,70511
E:\Repos\digit-symbol-recogniser\data\examples\sec0306.png,83517
E:\Repos\digit-symbol-recogniser\data\examples\sec0307.png,38431
E:\Repos\digit-symbol-recogniser\data\examples\sec0308.png,94201
E:\Repos\digit-symbol-recogniser\data\examples\sec0309.png,98116
E:\Repos\digit-symbol-recogniser\data\examples\sec0310.png,35419
E:\Repos\digit-symbol-recogniser\data\examples\sec0311.png,99744
E:\Repos\digit-symbol-recogniser\data\examples\sec0312.png,39860
E:\Repos\digit-symbol-recogniser\data\examples\sec0313.png,16138
E:\Repos\digit-symbol-recogniser\data\examples\sec0314.png,18228
E:\Repos\digit-symbol-recogniser\data\examples\sec0315.png,59746
E:\Repos\digit-symbol-recogniser\data\examples\sec0316.png,96664
E:\Repos\digit-symbol-recogniser\data\examples\sec0317.png,86735
E:\Repos\digit-symbol-recogniser\data\examples\sec0318.png,11886
E:\Repos\digit-symbol-recogniser\data\examples\sec0319.png,33978
E:\Repos\digit-symbol-recogniser\data\examples\sec0320.png,59906
E:\Repos\digit-symbol-recogniser\data\examples\sec0321.png,47641
E:\Repos\digit-symbol-recogniser\data\examples\sec0322.png,86922
E:\Repos\digit-symbol-recogniser\data\examples\sec0323.png,11505
E:\Repos\digit-symbol-recogniser\data\examples\sec0324.png,77151
E:\Repos\digit-symbol-recogniser\data\examples\sec0325.png,66532
E:\Repos\digit-symbol-recogniser\data\examples\sec0326.png,39509
E:\Repos\digit-symbol-recogniser\data\examples\sec0327.png,36405
E:\Repos\digit-symbol-recogniser\data\examples\sec0328.png,75733
E:\Repos\digit-symbol-recogniser\data\examples\sec0329.png,67528
E:\Repos\digit-symbol-recogniser\data\examples\sec0330.png,37999
E:\Repos\digit-symbol-recogniser\data\examples\sec0331.png,70798
E:\Repos\digit-symbol-recogniser\data\examples\sec0332.png,94635
E:\Repos\digit-symbol-recogniser\data\examples\sec0333.png,30397
E:\Repos\digit-symbol-recogniser\data\examples\sec0334.png,93280
E:\Repos\digit-symbol-recogniser\data\examples\sec0335.png,81666
E:\Repos\digit-symbol-recogniser\data\examples\sec0336.png,99564
E:\Repos\digit-symbol-recogniser\data\examples\sec0337.png,77314
E:\Repos\digit-symbol-recogniser\data\examples\sec0338.png,12823
E:\Repos\digit-symbol-recogniser\data\examples\sec0339.png,11768
E:\Repos\digit-symbol-recogniser\data\examples\sec0340.png,78540
E:\Repos\digit-symbol-recogniser\data\examples\sec0341.png,68445
E:\Repos\digit-symbol-recogniser\data\examples\sec0342.png,13805
E:\Repos\digit-symbol-recogniser\data\examples\sec0343.png,98380
E:\Repos\digit-symbol-recogniser\data\examples\sec0344.png,68804
E:\Repos\digit-symbol-recogniser\data\examples\sec0345.png,59525
E:\Repos\digit-symbol-recogniser\data\examples\sec0346.png,64995
E:\Repos\digit-symbol-recogniser\data\examples\sec0347.png,59273
E:\Repos\digit-symbol-recogniser\data\examples\sec0348.png,95979
E:\Repos\digit-symbol-recogniser\data\examples\sec0349.png,86516
E:\Repos\digit-symbol-recogniser\data\examples\sec0350.png,87866
E:\Repos\digit-symbol-recogniser\data\examples\sec0351.png,89516
E:\Repos\digit-symbol-recogniser\data\examples\sec0352.png,23283
E:\Repos\digit-symbol-recogniser\data\examples\sec0353.png,71905
E:\Repos\digit-symbol-recogniser\data\examples\sec0354.png,60373
E:\Repos\digit-symbol-recogniser\data\examples\sec0355.png,21904
E:\Repos\digit-symbol-recogniser\data\examples\sec0356.png,49652
E:\Repos\digit-symbol-recogniser\data\examples\sec0357.png,94658
E:\Repos\digit-symbol-recogniser\data\examples\sec0358.png,33699
E:\Repos\digit-symbol-recogniser\data\examples\sec0359.png,56837
E:\Repos\digit-symbol-recogniser\data\examples\sec0360.png,97707
E:\Repos\digit-symbol-recogniser\data\examples\sec0361.png,86955
E:\Repos\digit-symbol-recogniser\data\examples\sec0362.png,67509
E:\Repos\digit-symbol-recogniser\data\examples\sec0363.png,61660
E:\Repos\digit-symbol-recogniser\data\examples\sec0364.png,60560
E:\Repos\digit-symbol-recogniser\data\examples\sec0365.png,38338
E:\Repos\digit-symbol-recogniser\data\examples\sec0366.png,62182
E:\Repos\digit-symbol-recogniser\data\examples\sec0367.png,54754
E:\Repos\digit-symbol-recogniser\data\examples\sec0368.png,21371
E:\Repos\digit-symbol-recogniser\data\examples\sec0369.png,81811
E:\Repos\digit-symbol-recogniser\data\examples\sec0370.png,99252
E:\Repos\digit-symbol-recogniser\data\examples\sec0371.png,33166
E:\Repos\digit-symbol-recogniser\data\examples\sec0372.png,75267
E:\Repos\digit-symbol-recogniser\data\examples\sec0373.png,45255
E:\Repos\digit-symbol-recogniser\data\examples\sec0374.png,44671
E:\Repos\digit-symbol-recogniser\data\examples\sec0375.png,29149
E:\Repos\digit-symbol-recogniser\data\examples\sec0376.png,70678
E:\Repos\digit-symbol-recogniser\data\examples\sec0377.png,30652
E:\Repos\digit-symbol-recogniser\data\examples\sec0378.png,89954
E:\Repos\digit-symbol-recogniser\data\examples\sec0379.png,67257
E:\Repos\digit-symbol-recogniser\data\examples\sec0380.png,82493
E:\Repos\digit-symbol-recogniser\data\examples\sec0381.png,14594
E:\Repos\digit-symbol-recogniser\data\examples\sec0382.png,55942
E:\Repos\digit-symbol-recogniser\data\examples\sec0383.png,93634
E:\Repos\digit-symbol-recogniser\data\examples\sec0384.png,40490
E:\Repos\digit-symbol-recogniser\data\examples\sec0385.png,68177
E:\Repos\digit-symbol-recogniser\data\examples\sec0386.png,21722
E:\Repos\digit-symbol-recogniser\data\examples\sec0387.png,49380
E:\Repos\digit-symbol-recogniser\data\examples\sec0388.png,58801
E:\Repos\digit-symbol-recogniser\data\examples\sec0389.png,28312
E:\Repos\digit-symbol-recogniser\data\examples\sec0390.png,44629
E:\Repos\digit-symbol-recogniser\data\examples\sec0391.png,47623
E:\Repos\digit-symbol-recogniser\data\examples\sec0392.png,21518
E:\Repos\digit-symbol-recogniser\data\examples\sec0393.png,69655
E:\Repos\digit-symbol-recogniser\data\examples\sec0394.png,66674
E:\Repos\digit-symbol-recogniser\data\examples\sec0395.png,15792
E:\Repos\digit-symbol-recogniser\data\examples\sec0396.png,51153
E:\Repos\digit-symbol-recogniser\data\examples\sec0397.png,80758
E:\Repos\digit-symbol-recogniser\data\examples\sec0398.png,55341
E:\Repos\digit-symbol-recogniser\data\examples\sec0399.png,88244
E:\Repos\digit-symbol-recogniser\data\examples\sec0400.png,85422
E:\Repos\digit-symbol-recogniser\data\examples\sec0401.png,25383
E:\Repos\digit-symbol-recogniser\data\examples\sec0402.png,29965
E:\Repos\digit-symbol-recogniser\data\examples\sec0403.png,22703
E:\Repos\digit-symbol-recogniser\data\examples\sec0404.png,34304
E:\Repos\digit-symbol-recogniser\data\examples\sec0405.png,69602
E:\Repos\digit-symbol-recogniser\data\examples\sec0406.png,46765
E:\Repos\digit-symbol-recogniser\data\examples\sec0407.png,66640
E:\Repos\digit-symbol-recogniser\data\examples\sec0408.png,38520
E:\Repos\digit-symbol-recogniser\data\examples\sec0409.png,32867
E:\Repos\digit-symbol-recogniser\data\examples\sec0410.png,28394
